index,City,Latitude,Longitude,Temperature,Max Temp,Humidity,Wind Speed (mph),Cloudiness,Country
133,tiksi,71.6872,128.8694,32.07,32.07,83,5.06,78,RU
135,provideniya,64.3833,-173.3,33.8,33.8,69,4.47,75,RU
136,marneuli,41.4759,44.8089,59,59,94,4.61,40,GE
137,matagami,49.7502,-77.6328,48.2,48.2,53,3.09,20,CA
138,egvekinot,66.3167,-179.1667,25.23,25.23,75,2.37,32,RU
139,redcliffe,-27.2307,153.0973,70.14,72,94,5.75,75,AU
140,bowen,-20.0167,148.2333,78.8,78.8,65,17.27,40,AU
141,san patricio,28.017,-97.5169,77.68,79,94,10.36,90,US
142,oktyabrskiy,54.4815,53.471,38.77,38.77,80,4.34,45,RU
143,broken hill,-31.95,141.4333,73.4,73.4,28,10.36,0,AU
144,crateus,-5.1783,-40.6775,71.01,71.01,94,1.36,98,BR
145,brae,60.3964,-1.353,37.4,37.4,87,9.22,20,GB
146,mareeba,-17,145.4333,78.46,81,61,16.11,40,AU
147,awjilah,29.1081,21.2869,79.2,79.2,14,10.94,2,LY
149,kalisz,51.7611,18.091,51.01,51.01,80,8.7,100,PL
150,saint george,37.1041,-113.5841,84.2,84.2,12,11.5,1,US
151,qandala,11.472,49.8728,84.09,84.09,71,7.31,86,SO
152,mundra,22.85,69.7333,79.52,79.52,76,2.35,2,IN
153,nikolskoye,59.7035,30.7861,29.73,32,74,2.42,0,RU
154,vaitape,-16.5167,-151.75,81.72,81.72,72,6.55,100,PF
155,leningradskiy,69.3833,178.4167,26.58,26.58,82,16.73,99,RU
156,apoldu de jos,45.8667,23.85,48.11,48.2,93,1.14,0,RO
157,nang rong,14.6377,102.7914,78.66,81,100,4,75,TH
158,pula,44.8683,13.8481,55.4,55.4,100,5.75,75,HR
159,bonfim,3.0833,-59.95,80.19,80.19,74,1.88,87,BR
160,yar-sale,66.8333,70.8333,28.29,28.29,96,7.94,100,RU
161,santo domingo,18.5001,-69.9886,74.88,75.99,94,6.91,40,DO
162,chuy,-33.6971,-53.4616,56.1,56.1,79,4.05,0,UY
163,fort frances,48.5999,-93.4003,42.53,44.6,49,14.97,1,CA
165,goundam,16.4145,-3.6708,89.98,89.98,22,2.71,59,ML
166,tulun,54.5611,100.5792,35.29,35.29,93,12.24,100,RU
167,lompoc,34.6391,-120.4579,58.98,64.99,77,12.66,7,US
169,pangkalanbuun,-2.6833,111.6167,88.18,88.18,59,3,51,ID
171,pangnirtung,66.1451,-65.7125,33.31,33.31,80,4.43,100,CA
172,san andres,12.5847,-81.7006,80.6,80.6,74,5.75,20,CO
173,fortuna,40.5982,-124.1573,58.1,60.01,54,11.5,1,US
174,aripuana,-9.1667,-60.6333,71.92,71.92,97,2.51,100,BR
175,hanover,52.3705,9.7332,45.23,46,93,6.91,75,DE
176,den helder,52.9599,4.7593,44.87,45,93,5.75,90,NL
177,half moon bay,37.4636,-122.4286,58.82,69.01,76,13.8,40,US
178,kisangani,0.5167,25.2,70.39,70.39,99,2.42,100,CD
179,kieta,-6.2167,155.6333,82.4,82.4,77,2.59,63,PG
180,seoul,37.5683,126.9778,53.65,55.4,67,2.3,75,KR
181,constitucion,-35.3333,-72.4167,54.99,54.99,87,1.7,18,CL
182,la paz,-16.5,-68.15,39.2,39.2,81,8.05,40,BO
183,boende,-0.2167,20.8667,71.31,71.31,99,2.26,100,CD
184,dehloran,32.6941,47.2679,80.37,80.37,19,6.22,0,IR
185,ixtapa,20.7,-105.2,78.4,78.8,73,9.22,1,MX
186,port keats,-14.25,129.55,89.78,89.78,39,9.93,14,AU
187,izumo,35.3667,132.7667,62.6,62.6,67,31.07,75,JP
188,tuktoyaktuk,69.4541,-133.0374,28.4,28.4,74,13.8,1,CA
189,thibodaux,29.7958,-90.8229,77.68,78.01,85,3,2,US
190,mitu,1.1983,-70.1733,70.93,70.93,99,0.98,98,CO
191,gornopravdinsk,60.05,69.9,40.48,40.48,82,8.68,24,RU
192,vanimo,-2.6741,141.3028,83.88,83.88,79,6.08,43,PG
193,narsaq,60.9167,-46.05,35.6,35.6,80,2.3,20,GL
194,parian dakula,5.5567,120.7719,84.25,84.25,69,7.16,48,PH
195,lagoa,39.05,-27.9833,56.61,56.61,61,5.06,100,PT
196,saskylakh,71.9167,114.0833,32.54,32.54,91,8.46,100,RU
197,georgetown,5.4112,100.3354,82.26,84.2,83,4.61,20,MY
198,bredasdorp,-34.5322,20.0403,48.2,48.2,93,5.75,0,ZA
199,hamilton,39.1834,-84.5333,57.24,59,86,1.01,50,US
200,seymchan,62.8833,152.4333,33.39,33.39,92,0.58,98,RU
201,ayan,56.45,138.1667,31.48,31.48,92,12.3,100,RU
202,alpena,45.0617,-83.4327,55.4,55.4,62,4.61,90,US
203,sembe,1.6481,14.5806,68.23,68.23,91,1.81,66,CG
204,choma,-16.8065,26.9531,61.05,61.05,85,3.09,13,ZM
205,grindavik,63.8424,-22.4338,41,41,81,5.75,90,IS
206,sistranda,63.7256,8.834,33.8,33.8,93,5.75,75,NO
207,waddan,29.1614,16.139,82.9,82.9,6,7.85,86,LY
208,aswan,24.0934,32.907,82.58,82.58,13,9.42,0,EG
209,alto lucero,19.6167,-96.7167,75.96,75.96,75,2.93,100,MX
210,turukhansk,65.8167,87.9833,35.24,35.24,95,16.31,100,RU
211,sydney,-33.8679,151.2073,69.89,72,68,5.75,20,AU
212,faya,18.3851,42.4509,59.9,60.8,82,6.71,40,SA
213,nanortalik,60.1432,-45.2371,36.64,36.64,85,8.84,4,GL
214,namibe,-15.1961,12.1522,74.03,74.03,75,4.38,95,AO
215,ngerengere,-6.75,38.1167,70.72,70.72,97,2.13,100,TZ
216,eureka,40.8021,-124.1637,58.08,59,68,1.01,100,US
217,komsomolskiy,40.4272,71.7189,66.2,66.2,30,4.61,0,UZ
218,lebu,-37.6167,-73.65,54.68,54.68,94,7.7,100,CL
219,kavieng,-2.5744,150.7967,84.67,84.67,69,7.23,40,PG
220,tautira,-17.7333,-149.15,89.6,89.6,62,4.61,40,PF
221,mount isa,-20.7333,139.5,82.4,82.4,39,6.91,2,AU
222,lorengau,-2.0226,147.2712,84.29,84.29,73,3.33,55,PG
223,los llanos de aridane,28.6585,-17.9182,59.29,64.4,72,5.75,0,ES
224,antalaha,-14.9003,50.2788,74.25,74.25,87,6.73,25,MG
226,port blair,11.6667,92.75,83.64,83.64,71,5.97,88,IN
227,yeppoon,-23.1333,150.7333,75.2,75.2,64,12.66,40,AU
228,dickson,36.077,-87.3878,64.89,66,100,9.22,90,US
229,hun,29.1268,15.9477,82.29,82.29,7,7.45,64,LY
230,qaqortoq,60.7167,-46.0333,35.6,35.6,80,2.3,20,GL
231,kaabong,3.4836,34.1492,64.45,64.45,84,6.02,59,UG
233,vestmanna,62.1564,-7.1664,37.4,37.4,65,9.22,90,FO
234,general roca,-39.0333,-67.5833,55.4,55.4,94,2.06,0,AR
235,rognan,67.0953,15.3878,33.3,36,91,6.35,100,NO
236,miri,4.4148,114.0089,84.2,84.2,79,2.3,40,MY
237,ilulissat,69.2167,-51.1,33.8,33.8,75,2.3,100,GL
238,barra patuca,15.8,-84.2833,80.83,80.83,75,16.71,2,HN
239,aberdare,51.7144,-3.4492,40.98,42.01,77,1.01,64,GB
241,cuautepec,16.7,-99,78.48,78.48,70,5.28,54,MX
242,buala,-8.145,159.5921,83.46,83.46,72,5.01,97,SB
243,cururupu,-1.8283,-44.8683,74.52,74.52,91,2.64,99,BR
244,oranjemund,-28.55,16.4333,54.46,54.46,89,11.36,1,NA
245,potsdam,52.3989,13.0657,45.88,46.99,77,1.99,100,DE
246,powell river,49.8496,-124.5361,57.43,57.99,67,6.91,90,CA
247,gushikawa,26.3544,127.8686,71.38,71.6,88,5.75,1,JP
248,chumikan,54.7183,135.315,32.61,32.61,83,7.94,100,RU
249,chase,50.8165,-119.6857,59.32,61,77,2.3,100,CA
250,shunyi,40.125,116.6453,51.89,52,54,6.71,0,CN
251,aksarayskiy,46.7924,48.0119,55.2,55.4,50,13.42,0,RU
252,coquimbo,-29.9533,-71.3436,55.4,55.4,88,4.61,0,CL
253,geraldton,-28.7667,114.6,69.8,69.8,56,17.27,90,AU
254,cascavel,-24.9558,-53.4553,66,66,38,5.48,0,BR
255,churapcha,62.0025,132.4325,34.68,34.68,99,5.68,100,RU
256,fairview,40.8126,-73.999,69.87,73.4,78,11.83,75,US
257,tual,-5.6667,132.75,82.35,82.35,72,4.45,100,ID
258,talnakh,69.4865,88.3972,30.18,30.18,92,3.22,79,RU
259,norman wells,65.282,-126.8329,46.4,46.4,27,5.75,20,CA
260,dongsheng,39.8161,109.9776,47.62,47.62,41,29.15,4,CN
261,razole,16.4833,81.8333,82.4,82.4,83,4.61,40,IN
262,bengkulu,-3.8004,102.2655,77.7,77.7,85,2.33,98,ID
264,pangody,65.85,74.4859,30.27,30.27,92,10.78,100,RU
266,saint-pierre,-21.3393,55.4781,73.62,75.2,78,10.36,90,RE
267,champerico,14.3,-91.9167,66.34,66.99,87,4.5,100,GT
268,kupang,-10.1667,123.5833,82.74,82.74,71,8.68,4,ID
269,kota kinabalu,5.9749,116.0724,86,86,74,3.44,20,MY
270,monkey bay,-14.0728,34.9201,73.47,73.47,82,5.82,13,MW
271,codo,-4.4553,-43.8856,73.27,73.27,98,3.51,100,BR
272,nebolchi,59.1239,33.3454,34.63,34.63,95,3.6,100,RU
273,setermoen,68.861,18.3486,23,23,93,5.75,90,NO
274,chiredzi,-21.05,31.6667,62.74,62.74,82,2.44,0,ZW
275,xichang,27.8964,102.2634,69.67,69.67,39,1.95,94,CN
276,manacapuru,-3.2997,-60.6206,78.8,78.8,94,2.3,75,BR
277,port hardy,50.6996,-127.4199,51.51,53.6,87,3.44,90,CA
278,roma,43.2128,-75.4557,53.4,54,94,6.91,90,US
279,zyryanka,65.75,150.85,33.46,33.46,87,3.24,100,RU
280,kidal,18.4411,1.4078,89.56,89.56,9,5.79,28,ML
281,sivaki,52.6333,126.75,48.79,48.79,44,10.22,3,RU
282,cherskiy,68.75,161.3,20.86,20.86,84,12.01,90,RU
283,kargasok,59.0556,80.8572,42.57,42.57,80,18.37,57,RU
284,pipri,19.8,75.5333,78.8,78.8,50,12.62,40,IN
285,puerto escondido,15.85,-97.0667,80.6,80.6,78,3.44,75,MX
286,zaraza,9.3503,-65.3245,72.82,72.82,91,2.86,100,VE
288,vila velha,-20.3297,-40.2925,71.6,71.6,78,8.05,75,BR
290,gedo,9.0167,37.45,52.74,52.74,96,2.59,100,ET
291,kahului,20.8947,-156.47,75.11,80.6,69,17.27,40,US
292,kavaratti,10.5669,72.642,83.77,83.77,76,9.93,44,IN
293,ayagoz,47.9714,80.4392,60.46,60.46,66,15.19,61,KZ
294,minbu,20.1833,94.8833,89.94,89.94,51,7.85,30,MM
295,salym,60.0625,71.4789,41.13,41.13,78,10.2,46,RU
296,saldanha,-33.0117,17.9442,55.4,55.4,71,9.22,0,ZA
297,carutapera,-1.195,-46.02,75.36,75.36,91,3.65,100,BR
298,bambous virieux,-20.3428,57.7575,75.58,77,83,8.05,75,MU
299,bontang,0.1333,117.5,81.66,81.66,80,1.28,100,ID
300,olafsvik,64.8945,-23.7142,40.55,40.55,76,2.44,85,IS
301,rio grande,-32.035,-52.0986,61.27,61.27,80,6.2,0,BR
302,chirilagua,13.2203,-88.1386,75.15,75.15,72,2.46,18,SV
303,olinda,-8.0089,-34.8553,75.2,75.2,83,3.44,20,BR
304,jacareacanga,-6.2222,-57.7528,72.09,72.09,98,0.76,65,BR
305,micheweni,-4.9667,39.8333,77.72,77.72,87,10,100,TZ
307,antofagasta,-23.65,-70.4,60.8,60.8,82,6.91,0,CL
308,henties bay,-22.116,14.2845,55,55,86,1.99,3,NA
309,zelenoborsk,61.4669,64.0333,36.66,36.66,85,4.45,100,RU
311,fort nelson,58.8053,-122.7002,48.2,48.2,57,2.3,75,CA
312,husavik,66.0449,-17.3389,35.6,35.6,87,3.44,90,IS
313,komatipoort,-25.4332,31.9548,64,64,89,0.87,0,ZA
314,aktau,43.65,51.2,55.4,55.4,54,8.95,0,KZ
315,show low,34.2542,-110.0298,61,61,24,4,3,US
316,altay,47.8667,88.1167,66.18,66.18,37,3.67,10,CN
317,harnosand,62.6323,17.9379,29.05,34,86,9.78,10,SE
318,victoria,22.2855,114.1577,75.87,78.01,76,1.01,100,HK
319,torbay,47.6666,-52.7314,37.78,39,81,8.05,1,CA
320,aksay,47.26,39.87,52.5,53.01,76,13.42,40,RU
321,debno,52.739,14.698,43.05,44.01,81,5.01,82,PL
322,sikonge,-5.6333,32.7667,62.92,62.92,89,5.97,93,TZ
323,paamiut,61.994,-49.6678,36.12,36.12,85,3.33,0,GL
324,derzhavinsk,51.1,66.3167,46.65,46.65,56,5.03,43,KZ
325,glasgow,55.8652,-4.2576,37.13,37.4,87,3.44,9,GB
326,ambilobe,-13.2,49.05,72.09,72.09,91,2.82,29,MG
327,kayerkan,69.3497,87.7602,29.21,29.21,90,4.76,46,RU
328,gidole,5.65,37.3667,56.21,56.21,87,2.39,93,ET
329,carnarvon,-24.8667,113.6333,75.2,75.2,69,16.11,40,AU
331,hofn,64.2539,-15.2082,38.84,38.84,65,6.69,17,IS
332,gamboma,-1.8764,15.8644,72.46,72.46,92,2.98,100,CG
333,norrtalje,59.758,18.705,32.31,36,87,1.99,2,SE
334,zhangjiakou,40.81,114.8794,36.72,36.72,87,2.42,100,CN
335,tommot,58.9564,126.2925,37.24,37.24,95,3.6,100,RU
336,porto tolle,44.9497,12.3245,56.32,57,93,1.99,0,IT
337,chokurdakh,70.6333,147.9167,18.48,18.48,85,4.88,12,RU
338,sao joao da barra,-21.6403,-41.0511,68.23,68.23,85,11.43,80,BR
339,esso,55.9333,158.7,39.78,39.78,91,1.92,38,RU
340,san buenaventura,27.0833,-101.5333,74.66,74.66,39,18.39,100,MX
341,ibra,22.6906,58.5334,79.25,79.25,36,1.68,100,OM
343,dauriya,49.9333,116.8667,37.09,37.09,60,6.51,100,RU
344,sambava,-14.2667,50.1667,74.89,74.89,86,9.55,7,MG
345,nauta,-4.5061,-73.5757,72.77,72.77,98,1.99,89,PE
347,tessalit,20.1986,1.0114,89.29,89.29,9,9.66,18,ML
348,benjamin constant,-4.3831,-70.0311,75.2,75.2,88,5.75,75,BR
350,galesong,-5.3166,119.3661,82.4,82.4,89,2.3,20,ID
351,arraial do cabo,-22.9661,-42.0278,72.09,72.09,70,8.66,14,BR
352,lima,-12.0432,-77.0282,65.73,66.2,82,10.36,20,PE
353,pervomayskoye,43.919,46.7102,54,54,89,7.7,100,RU
354,baltiysk,54.6538,19.911,45.66,46.4,100,2.24,90,RU
355,ezerelis,54.8833,23.6167,48.2,48.2,93,3.44,75,LT
356,nalut,30.3333,10.85,81.25,81.25,18,9.69,39,LY
358,port-gentil,-0.7193,8.7815,82.31,82.31,73,3.42,100,GA
359,ancud,-41.8697,-73.8203,52.9,57,94,18.41,20,CL
360,esperance,-33.8667,121.9,59,59,82,17.27,90,AU
362,abnub,27.2696,31.1511,71.6,71.6,37,6.91,0,EG
363,changping,40.2186,116.2197,51.89,52,54,6.71,0,CN
365,kilindoni,-7.9139,39.6668,78.78,78.78,80,4.43,100,TZ
366,luganville,-15.5333,167.1667,82.38,82.38,65,13.09,72,VU
367,walvis bay,-22.9575,14.5053,52.3,55,87,6.91,0,NA
